Identification Brand,Identification Model,Identification Year,Identification Variant,Identification Body Type,Identification Seating Capacity,Identification Segment,Pricing Delhi Ex Showroom Price,Pricing Delhi Resale Value,Engine Cc,Engine Type,Engine Turbo,Engine Bhp,Engine Torque,Engine Transmission,Engine Gears,Engine Drive,Engine 0 100 Sec,Efficiency Fuel Type,Efficiency Mileage Arai,Efficiency Mileage City,Efficiency Mileage Highway,Dimensions Length,Dimensions Width,Dimensions Height,Dimensions Wheelbase,Dimensions Ground Clearance,Dimensions Weight Kg,Dimensions Boot Liters,Ev Data Is Ev,Ev Data Battery Kwh,Ev Data Range Km,Ev Data Charging Ac Hours,Ev Data Charging Dc Min,Safety Ncap Stars,Safety Airbags,Safety Abs,Safety Esp,Safety Hill Hold,Safety Isofix,Safety Tpms,Safety Adas Level 2,Warranty Years,Warranty Km,Warranty Service Km
Tata Motors,Punch,2025,Pure CNG,Micro SUV,5,A-Segment SUV,750000,Excellent,1199,Petrol/CNG,FALSE,73,103,Manual,5,FWD,16,CNG,26.9,24,28,3827,1742,1615,2445,187,1110,210,FALSE,0,0,0,0,5,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,100000,7500
Tata Motors,Punch,2025,Adventure CNG,Micro SUV,5,Compact Crossover,820000,Excellent,1199,Petrol/CNG,FALSE,73,103,Manual,5,FWD,16.5,CNG,26.9,22,24,3827,1742,1615,2445,187,1150,210,FALSE,0,0,0,0,5,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,7500
Tata Motors,Punch,2025,Accomplished CNG,Micro SUV,5,Compact Crossover,935000,Excellent,1199,Petrol/CNG,FALSE,73,103,Manual,5,FWD,16.5,CNG,27,22,25,3827,1742,1615,2445,187,1185,210,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Nexon,2025,Smart,Compact SUV,5,Compact SUV,850000,Excellent,1199,Turbo Petrol,TRUE,118,170,Manual,5,FWD,12.5,Petrol,17.44,12,15,3995,1811,1606,2498,208,1250,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,15000
Tata Motors,Nexon,2025,Smart Plus,Compact SUV,5,Sub-4 Meter SUV,1010000,Excellent,1199,Turbo Petrol,TRUE,120,170,Manual,5,FWD,11.5,Petrol,17.4,12,15,3995,1811,1636,2498,208,1250,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Nexon,2025,Pure,Compact SUV,5,Sub-4 Meter SUV,925000,Strong,1199,Petrol,TRUE,118,170,Manual,5,FWD,12,Petrol,17.4,12.5,16,3995,1811,1607,2498,208,1250,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Nexon,2025,Pure S,Compact SUV,5,Sub-4 Meter SUV,1020000,Excellent,1199,Turbo Petrol,TRUE,118,170,Manual,5,FWD,11.5,Petrol,17.4,13.5,16.5,3995,1811,1636,2498,208,1250,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Nexon,2025,Creative,Compact SUV,5,Subcompact Crossover,1199000,Excellent,1199,Petrol,TRUE,118,170,Manual,6,FWD,11.5,Petrol,17.4,13,16.5,3995,1811,1616,2498,208,1250,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Nexon,2025,Creative Plus,Compact SUV,5,Sub-Compact SUV,1180000,Excellent,1199,Petrol,TRUE,118,170,AMT,6,FWD,11.5,Petrol,17.4,12,15,3995,1804,1620,2498,208,1270,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Nexon,2025,Fearless (1.2L DCA),Compact SUV,5,Sub-4 Meter SUV,1395000,Excellent,1199,Petrol,TRUE,120,170,DCT,6,FWD,11.5,Petrol,17,12,15.5,3995,1811,1616,2500,208,1280,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Nexon,2025,Fearless Plus DCA (Petrol),Compact SUV,5,Compact SUV,1450000,Excellent,1199,Turbo Petrol,TRUE,120,170,DCT,6,FWD,11.8,Petrol,17.01,12.5,16,3995,1811,1636,2498,208,1280,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Nexon,2025,Creative DCA,Compact SUV,5,Compact SUV,1225000,Excellent,1199,Turbo Petrol,TRUE,120,170,DCT,7,FWD,11.5,Petrol,17.5,12,15.5,3995,1811,1636,2498,208,1280,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Nexon,2025,Fearless DCA,Compact SUV,5,Sub-Compact SUV,1350000,Excellent,1199,Petrol,TRUE,120,170,DCT,6,FWD,11.5,Petrol,17.5,12,16,3995,1804,1620,2498,208,1280,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Nexon,2025,Creative Diesel AMT,SUV,5,Compact SUV,1350000,Excellent,1497,Diesel,TRUE,115,260,AMT,6,FWD,13.5,Diesel,23.2,18,21,3995,1811,1636,2498,208,1350,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Nexon,2025,Fearless Diesel AMT,Compact SUV,5,Sub-Compact SUV,1480000,Excellent,1497,Diesel,TRUE,115,260,AMT,6,FWD,12.5,Diesel,23,18,22,3995,1811,1616,2498,208,1300,382,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Harrier,2025,Smart,SUV,5,D-Segment SUV,1599000,Good,1499,Petrol,TRUE,160,250,Manual,6,FWD,11.5,Petrol,16.5,12,15,4605,1910,1720,2741,205,1650,445,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Harrier,2025,Pure,SUV,5,Mid-Size SUV,1850000,Excellent,1956,Diesel,TRUE,170,350,Manual,6,FWD,10.5,Diesel,16.8,13.5,15.1,4605,1900,1718,2741,205,1675,445,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Harrier,2025,Pure Plus,SUV,5,Mid-Size SUV,1900000,Excellent,1956,Diesel,TRUE,168,350,Manual,6,FWD,11.5,Diesel,16.8,13,16,4605,1922,1718,2741,205,1680,445,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Harrier,2025,Adventure,SUV,5,Mid-Size SUV,2350000,Excellent,1956,Diesel,TRUE,170,350,Automatic,6,FWD,11,Diesel,16.8,12,15,4605,1922,1718,2741,205,1750,445,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Harrier,2025,Adventure Plus,SUV,5,Mid-Size SUV,2350000,Good,1956,Diesel,TRUE,170,350,Automatic,6,FWD,11,Diesel,16.8,12,15,4605,1900,1786,2741,205,1700,425,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Harrier,2025,Fearless,SUV,5,Mid-Size SUV,2650000,Excellent,1956,Diesel,TRUE,168,350,Automatic,6,FWD,10,Diesel,14.6,11.5,14,4605,1950,1718,2741,205,1720,445,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Harrier,2025,Fearless Plus,SUV,5,Mid-Size SUV,2750000,Good,1956,Diesel,TRUE,168,350,Automatic,6,FWD,10.5,Diesel,16.8,11,14.5,4605,1922,1718,2741,205,1720,445,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Harrier,2025,Adventure Plus AT,SUV,5,Mid-Size SUV,2350000,Excellent,1956,Diesel,TRUE,170,350,Automatic,6,FWD,11.5,Diesel,14.6,11,13.5,4605,1903,1718,2741,205,1750,445,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Harrier,2025,Fearless Plus AT,SUV,5,Mid-Size SUV,2650000,Strong,1956,Diesel,TRUE,170,350,Automatic,6,FWD,11,Diesel,16.8,12,15,4605,1922,1718,2741,205,1730,445,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Safari,2025,Smart,SUV,7,Mid-Size SUV,1650000,Good,1956,Diesel,TRUE,170,350,Manual,6,FWD,11.5,Diesel,16.3,11,14.5,4668,1900,1786,2741,205,1850,447,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Safari,2025,Pure,SUV,7,D-Segment SUV,1650000,Good,1956,Diesel,TRUE,168,350,Manual,6,FWD,11.5,Diesel,16.3,12,15,4668,1950,1786,2741,200,1780,447,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Safari,2025,Pure Plus,SUV,7,D-Segment,1900000,Good,1956,Diesel,TRUE,168,350,Manual,6,FWD,11.5,Diesel,16.3,12,15,4668,1922,1795,2741,205,1850,420,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Safari,2025,Adventure,SUV,7,D-Segment,2500000,Good,1956,Diesel,TRUE,175,350,Automatic,6,FWD,10.5,Diesel,16.3,12,15,4668,1918,1786,2741,205,1870,420,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Safari,2025,Adventure Plus,SUV,7,D2-SUV,2650000,Excellent,1956,Diesel,TRUE,173,350,Automatic,6,FWD,11,Diesel,16.3,12,15,4668,1968,1786,2741,205,1870,447,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Safari,2025,Accomplished,SUV,7,Premium Mid-Size SUV,2850000,Excellent,1956,Diesel,TRUE,170,350,Automatic,6,FWD,11.5,Diesel,16.3,11,14.5,4668,1918,1786,2741,200,1875,447,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Safari,2025,Accomplished Plus,SUV,7,D-SUV,2750000,Excellent,1956,Diesel,TRUE,175,350,Automatic,6,FWD,10.5,Diesel,16.3,12,14.5,4668,1894,1786,2741,205,1870,447,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Safari,2025,Adventure Plus AT,SUV,7,D-Segment SUV,2450000,Excellent,1956,Diesel,TRUE,170,350,Automatic,6,FWD,10.5,Diesel,14.5,11,16,4668,1950,1786,2741,205,1870,447,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Safari,2025,Accomplished Plus AT,SUV,7,Mid-Size SUV,2800000,Excellent,1956,Diesel,TRUE,170,350,Automatic,6,FWD,10.5,Diesel,16.3,11.5,14.5,4668,1903,1786,2741,205,1850,420,FALSE,0,0,0,0,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Tiago EV,2025,XE MR,Hatchback,5,Compact EV,850000,Excellent,0,Electric Motor,FALSE,61,105,Automatic,1,FWD,15.5,Electric,0,0,0,3769,1677,1536,2400,165,1150,240,TRUE,19.2,250,6.9,58,4,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,125000,10000
Tata Motors,Tiago EV,2025,XT MR,Hatchback,5,Compact EV,880000,Good,0,Electric Motor,FALSE,61,110,Automatic,1,FWD,15,Electric,0,0,0,3769,1677,1536,2400,165,1150,240,TRUE,19.2,250,6.9,58,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,10000
Tata Motors,Tiago EV,2025,XT LR,Hatchback,5,Compact EV,950000,Excellent,0,Electric Motor,FALSE,74,114,Automatic,1,FWD,14,Electric,315,0,0,3769,1677,1536,2400,165,1250,240,TRUE,24,315,3.6,58,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,15000
Tata Motors,Tiago EV,2025,XZ Plus LR,Hatchback,5,A-Segment,1220000,Strong,0,Electric Motor,FALSE,74,114,Automatic,1,FWD,13.5,Electric,0,0,0,3769,1677,1536,2400,165,1235,240,TRUE,24,315,8.7,58,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,7500
Tata Motors,Tiago EV,2025,XZ Plus Tech Lux LR,Hatchback,5,Compact EV,1250000,Strong,0,Electric Motor,FALSE,78,118,Automatic,1,FWD,12,Electric,0,0,0,3769,1677,1536,2400,160,1275,240,TRUE,25,330,3.5,58,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,7500
Tata Motors,Tigor EV,2025,XE,Compact Sedan,5,Compact EV,1310000,Good,0,Electric Motor,FALSE,74,170,Automatic,1,FWD,12,Electric,0,0,0,3993,1677,1532,2450,170,1250,316,TRUE,26,325,9.4,60,4,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,125000,7500
Tata Motors,Tigor EV,2025,XT,Compact Sedan,5,Compact EV,1300000,Good,0,Electric Motor,FALSE,74,170,Automatic,1,FWD,12.5,Electric,40,35,30,3993,1677,1532,2450,170,1250,316,TRUE,26,315,9.5,65,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,10000
Tata Motors,Tigor EV,2025,XZ Plus,Compact Sedan,5,Compact EV Sedan,1420000,Excellent,0,Electric Motor,FALSE,74,170,Automatic,1,FWD,10.5,Electric,0,0,0,3993,1677,1532,2450,172,1235,316,TRUE,26,315,9,65,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Tigor EV,2025,XZ Plus Lux,Sedan,5,Compact EV,1420000,Strong,0,Electric Motor,FALSE,75,170,Automatic,1,FWD,10.5,Electric,0,0,0,3993,1677,1532,2450,170,1235,316,TRUE,26.5,330,9,65,4,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,7500
Tata Motors,Punch EV,2025,Smart,SUV,5,Compact SUV,1120000,Excellent,0,Electric Motor,FALSE,80,114,Automatic,1,FWD,13.5,Electric,0,0,0,3857,1742,1633,2500,190,1300,366,TRUE,25,315,9.4,56,5,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,100000,7500
Tata Motors,Punch EV,2025,Smart Plus,Compact SUV,5,Micro-SUV EV,1100000,Excellent,0,Electric Motor,FALSE,82,114,Automatic,1,FWD,10.5,Electric,0,0,0,3857,1742,1633,2501,190,1250,366,TRUE,25,315,9.4,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Punch EV,2025,Adventure,Micro SUV,5,Compact EV,1200000,Excellent,0,Electric Motor,FALSE,80,114,Single Speed,1,FWD,13.5,Electric,315,270,300,3857,1742,1633,2500,190,1300,366,TRUE,25,315,9,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,7500
Tata Motors,Punch EV,2025,Empowered,Compact SUV,5,B-Segment EV,1580000,Strong,0,Electric Motor,FALSE,122,190,Automatic,1,FWD,9.5,Electric,0,0,0,3857,1742,1633,2500,190,1300,366,TRUE,35,421,5.5,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Punch EV,2025,Empowered Plus,Micro SUV,5,Compact EV,1550000,Good,0,Electric Motor,FALSE,121,190,Automatic,1,FWD,9.5,Electric,0,0,0,3857,1742,1633,2501,190,1350,366,TRUE,35,421,3.6,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Punch EV,2025,Adventure LR,Micro SUV,5,Compact EV,1335000,Strong,0,Electric Motor,FALSE,121,190,Single Speed,1,FWD,9.2,Electric,0,0,0,3857,1742,1633,2570,190,1350,366,TRUE,35,421,5,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Punch EV,2025,Empowered LR,SUV,5,Compact EV,1399000,Excellent,0,Electric Motor,FALSE,121,190,Automatic,1,FWD,9.5,Electric,421,0,0,3857,1742,1633,2500,190,1350,366,TRUE,35,421,5,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,15000
Tata Motors,Punch EV,2025,Empowered Plus LR,SUV,5,Compact SUV,1600000,Excellent,0,Electric Motor,FALSE,122,190,Automatic,1,FWD,9.5,Electric,0,0,0,3857,1742,1633,2501,190,1350,366,TRUE,35,421,13.5,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,15000
Tata Motors,Nexon EV,2025,Creative MR,SUV,5,Compact SUV,1475000,Excellent,0,Electric Motor,FALSE,129,215,Automatic,1,FWD,9,Electric,0,0,0,3994,1811,1616,2501,190,1400,382,TRUE,30,325,7.2,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,7500
Tata Motors,Nexon EV,2025,Fearless MR,SUV,5,Compact SUV,1450000,Good,0,Electric Motor,FALSE,127,215,Automatic,1,FWD,9.2,Electric,0,0,0,3994,1811,1616,2498,205,1500,350,TRUE,30,325,4.5,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,7500
Tata Motors,Nexon EV,2025,Empowered MR,Compact SUV,5,B-Segment SUV,1780000,Strong,0,Electric Motor,FALSE,127,215,Automatic,1,FWD,9.8,Electric,0,0,0,3994,1811,1616,2501,205,1400,350,TRUE,30,325,4.3,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,15000
Tata Motors,Nexon EV,2025,Fearless LR,Compact SUV,5,Compact SUV EV,1910000,Excellent,0,Electric Motor,FALSE,143,215,Automatic,1,FWD,8.9,Electric,465,350,300,3994,1811,1616,2498,205,1500,350,TRUE,40.5,465,6,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,15000
Tata Motors,Nexon EV,2025,Empowered LR,Compact SUV,5,Electric Crossover,1850000,Excellent,0,Electric Motor,FALSE,143,215,Automatic,1,FWD,8.9,Electric,0,0,0,3995,1811,1616,2501,205,1450,350,TRUE,40.5,465,6,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,125000,7500
Tata Motors,Nexon EV,2025,Empowered Plus LR,SUV,5,Compact SUV,1980000,Excellent,0,Electric Motor,FALSE,143,215,Automatic,1,FWD,8.5,Electric,0,0,0,3995,1811,1616,2498,190,1500,350,TRUE,41.5,475,6,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Curvv,2025,Smart,Coupe SUV,5,Compact SUV,1100000,Excellent,1199,Petrol,TRUE,125,225,Manual,6,FWD,10.5,Petrol,18.5,13,16.5,4300,1810,1640,2600,205,1280,420,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Curvv,2025,Pure Plus,Coupe SUV,5,Mid-Size SUV,1149000,Good,1199,Petrol,TRUE,120,190,Manual,6,FWD,11,Petrol,18,13.5,16,4300,1800,1670,2600,205,1300,420,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Tata Motors,Curvv,2025,Creative,Coupe SUV,5,Compact SUV,1350000,Good,1199,Turbo Petrol,TRUE,125,225,DCT,7,FWD,10.5,Petrol,17.5,12,15,4300,1810,1650,2600,200,1280,420,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Curvv,2025,Creative S,Coupe SUV,5,Compact SUV,1450000,Good,1199,Turbo Petrol,TRUE,125,225,DCT,6,FWD,11,Petrol,18,12,15,4300,1810,1630,2600,205,1350,420,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Curvv,2025,Accomplished S,Coupe SUV,5,Mid-Size SUV,1450000,Strong,1199,Petrol,TRUE,125,225,DCT,7,FWD,11,Petrol,18.5,12.5,16,4300,1800,1640,2600,200,1350,422,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Curvv,2025,Accomplished Plus A,Coupe SUV,5,Compact SUV,1550000,Excellent,1199,Turbo Petrol,TRUE,125,225,DCT,7,FWD,10.5,Petrol,18.5,12,15.5,4300,1810,1650,2600,205,1350,422,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Curvv,2025,Creative DCA,Coupe SUV,5,Mid-Size Crossover,1590000,Strong,1199,Turbo Petrol,TRUE,125,225,Automatic,7,FWD,10.5,Petrol,18.5,13,16,4300,1810,1640,2600,205,1350,422,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Curvv,2025,Accomplished DCA,Coupe SUV,5,Mid-Size Crossover,1350000,Excellent,1199,Turbo Petrol,TRUE,125,225,DCT,7,FWD,10.5,Petrol,18,13,16,4300,1810,1630,2600,200,1350,422,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Curvv EV,2025,Creative 45,Coupe SUV,5,Compact Crossover,2150000,Excellent,0,Electric Motor,FALSE,160,300,Automatic,1,FWD,8.5,Electric,0,0,0,4300,1810,1630,2600,190,1750,420,TRUE,45,500,8,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Curvv,2025,Accomplished,Coupe SUV,5,Compact SUV,1950000,Excellent,0,Electric Motor,FALSE,140,250,Automatic,1,FWD,9,Electric,0,0,0,4300,1810,1650,2600,190,1700,420,TRUE,45,460,8.5,58,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Tata Motors,Curvv EV,2025,Accomplished 55,Coupe SUV,5,Crossover,1950000,Excellent,0,Electric Motor,FALSE,160,300,Automatic,1,FWD,8.5,Electric,0,0,0,4300,1810,1650,2600,200,1750,420,TRUE,45,480,6,56,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,125000,15000
Tata Motors,Curvv EV,2025,Empowered 55,Coupe SUV,5,Compact Crossover EV,2350000,Excellent,0,Electric Motor,FALSE,170,300,Automatic,1,FWD,8.5,Electric,0,0,0,4300,1810,1640,2600,190,1750,450,TRUE,55,520,8,60,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,15000
Tata Motors,Curvv EV,2025,Empowered Plus 55,Coupe SUV,5,Mid-Size SUV,1850000,Excellent,0,Electric Motor,FALSE,170,280,Automatic,1,FWD,8.5,Electric,0,0,0,4300,1810,1630,2600,190,1750,420,TRUE,55,480,8.5,55,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,125000,15000
Mahindra,XUV 3XO,2025,MX1,Compact SUV,5,Sub-4 Meter SUV,750000,Excellent,1197,Petrol,TRUE,110,200,Manual,6,FWD,11.5,Petrol,18.8,14.5,17.5,3990,1821,1630,2600,190,1250,364,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,100000,10000
Mahindra,XUV 3XO,2025,MX2,Sub-Compact SUV,5,B-Segment,760000,Excellent,1197,Petrol,TRUE,110,200,Manual,6,FWD,11.5,Petrol,18.2,13.5,17,3990,1821,1647,2600,200,1250,295,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,100000,10000
Mahindra,XUV 3XO,2025,MX3,SUV,5,Compact SUV,880000,Strong,1197,Petrol,TRUE,110,200,Manual,6,FWD,11.5,Petrol,18.8,15,17,3990,1821,1647,2600,200,1250,295,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Mahindra,XUV 3XO,2025,AX5,Compact SUV,5,Sub-4 Meter SUV,1050000,Good,1197,Petrol,TRUE,111,200,Manual,6,FWD,11.5,Petrol,18.5,13,16.5,3990,1821,1627,2600,200,1250,295,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Mahindra,XUV 3XO,2025,AX5 L,Sub-Compact SUV,5,Sub-4 Meter SUV,1180000,Strong,1197,Petrol,TRUE,130,230,Automatic,6,FWD,10.5,Petrol,18.5,13.5,16.5,3990,1821,1647,2600,200,1280,364,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Mahindra,XUV 3XO,2025,AX7,Compact SUV,5,Sub-4 Meter SUV,1399000,Strong,1197,Turbo Petrol,TRUE,130,230,AMT,6,FWD,10.5,Petrol,18.5,12,16,3990,1821,1647,2600,200,1300,364,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Mahindra,XUV 3XO,2025,AX7 L,Compact SUV,5,Compact SUV,1520000,Excellent,1197,Petrol,TRUE,130,230,Automatic,6,FWD,10.5,Petrol,18.2,12,16.5,3990,1821,1647,2600,185,1320,364,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Mahindra,XUV 3XO,2025,MX2 Pro AT,SUV,5,Sub-Compact SUV,930000,Strong,1197,Turbo Petrol,TRUE,110,200,Automatic,6,FWD,11.5,Petrol,18.2,13.5,16.5,3990,1821,1647,2600,200,1250,295,FALSE,0,0,0,0,5,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3,100000,10000
Mahindra,XUV 3XO,2025,AX5 AT,Compact SUV,5,Subcompact SUV,1180000,Excellent,1197,Petrol,TRUE,110,200,Automatic,6,FWD,11.5,Petrol,18.2,12,16,3990,1821,1647,2600,200,1250,364,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,100000,10000
Mahindra,XUV 3XO,2025,AX7 L AT,Compact SUV,5,Sub-Compact SUV,1515000,Strong,1197,Turbo Petrol,TRUE,128,230,AMT,6,FWD,10.5,Petrol,18.2,13.5,16.5,3990,1821,1647,2600,201,1320,364,FALSE,0,0,0,0,5,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,100000,10000
Mahindra,Bolero,2025,B4,SUV,7,Utility Vehicle,1020000,Excellent,1493,Diesel,TRUE,75,210,Manual,5,RWD,16,Diesel,16.7,14,16.5,4100,1745,1880,2680,180,1615,280,FALSE,0,0,0,0,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,100000,10000
Mahindra,Bolero,2025,B6,SUV,7,Utility Vehicle,1040000,Strong,1493,Turbo Diesel,TRUE,75,210,Manual,5,RWD,18,Diesel,17,13.5,16.5,4100,1745,1880,2680,180,1640,150,FALSE,0,0,0,0,2,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,100000,10000
